assignment_id,shift_id,staff_id,assignment_status,assigned_by
276,42,67,ASSIGNED,SYSTEM
277,42,76,ASSIGNED,SYSTEM
278,42,31,ASSIGNED,SYSTEM
279,42,13,ASSIGNED,SYSTEM
280,42,22,ASSIGNED,SYSTEM
281,43,41,ASSIGNED,SYSTEM
282,43,77,ASSIGNED,SYSTEM
283,43,68,ASSIGNED,SYSTEM
284,43,14,ASSIGNED,SYSTEM
285,43,5,ASSIGNED,SYSTEM
286,43,86,ASSIGNED,SYSTEM
287,43,50,ASSIGNED,SYSTEM
288,43,23,ASSIGNED,SYSTEM
289,44,77,ASSIGNED,SYSTEM
290,44,59,ASSIGNED,SYSTEM
291,44,86,ASSIGNED,SYSTEM
292,44,41,ASSIGNED,SYSTEM
293,44,5,ASSIGNED,SYSTEM
294,44,23,ASSIGNED,SYSTEM
295,44,50,ASSIGNED,SYSTEM
296,44,68,ASSIGNED,SYSTEM
297,45,23,ASSIGNED,SYSTEM
298,45,77,ASSIGNED,SYSTEM
299,45,50,ASSIGNED,SYSTEM
300,45,59,ASSIGNED,SYSTEM
301,45,14,ASSIGNED,SYSTEM
302,45,32,ASSIGNED,SYSTEM
303,45,5,ASSIGNED,SYSTEM
304,45,68,ASSIGNED,SYSTEM
305,46,69,ASSIGNED,SYSTEM
306,46,78,ASSIGNED,SYSTEM
307,46,15,ASSIGNED,SYSTEM
308,46,60,ASSIGNED,SYSTEM
309,46,6,ASSIGNED,SYSTEM
310,46,87,ASSIGNED,SYSTEM
311,46,33,ASSIGNED,SYSTEM
312,46,51,ASSIGNED,SYSTEM
313,47,42,ASSIGNED,SYSTEM
314,47,78,ASSIGNED,SYSTEM
315,47,24,ASSIGNED,SYSTEM
316,47,87,ASSIGNED,SYSTEM
317,47,51,ASSIGNED,SYSTEM
318,47,69,ASSIGNED,SYSTEM
319,47,6,ASSIGNED,SYSTEM
320,47,33,ASSIGNED,SYSTEM
321,48,78,ASSIGNED,SYSTEM
322,48,15,ASSIGNED,SYSTEM
323,48,33,ASSIGNED,SYSTEM
324,48,24,ASSIGNED,SYSTEM
325,48,69,ASSIGNED,SYSTEM
326,48,87,ASSIGNED,SYSTEM
327,48,6,ASSIGNED,SYSTEM
328,48,60,ASSIGNED,SYSTEM
329,49,25,ASSIGNED,SYSTEM
330,49,34,ASSIGNED,SYSTEM
331,49,79,ASSIGNED,SYSTEM
332,49,7,ASSIGNED,SYSTEM
333,50,88,ASSIGNED,SYSTEM
334,50,70,ASSIGNED,SYSTEM
335,50,7,ASSIGNED,SYSTEM
336,50,34,ASSIGNED,SYSTEM
337,50,25,ASSIGNED,SYSTEM
338,51,52,ASSIGNED,SYSTEM
339,51,79,ASSIGNED,SYSTEM
340,51,88,ASSIGNED,SYSTEM
341,51,61,ASSIGNED,SYSTEM
342,51,43,ASSIGNED,SYSTEM
343,52,26,ASSIGNED,SYSTEM
344,52,89,ASSIGNED,SYSTEM
345,52,53,ASSIGNED,SYSTEM
346,53,44,ASSIGNED,SYSTEM
347,53,80,ASSIGNED,SYSTEM
348,53,26,ASSIGNED,SYSTEM
349,53,62,ASSIGNED,SYSTEM
350,53,17,ASSIGNED,SYSTEM
351,54,44,ASSIGNED,SYSTEM
352,54,62,ASSIGNED,SYSTEM
353,54,26,ASSIGNED,SYSTEM
354,54,80,ASSIGNED,SYSTEM
355,54,71,ASSIGNED,SYSTEM
356,55,45,ASSIGNED,SYSTEM
357,55,27,ASSIGNED,SYSTEM
358,55,90,ASSIGNED,SYSTEM
359,55,81,ASSIGNED,SYSTEM
360,56,54,ASSIGNED,SYSTEM
361,56,27,ASSIGNED,SYSTEM
362,56,36,ASSIGNED,SYSTEM
363,57,9,ASSIGNED,SYSTEM
364,57,54,ASSIGNED,SYSTEM
365,57,45,ASSIGNED,SYSTEM
366,57,27,ASSIGNED,SYSTEM
367,58,97,ASSIGNED,SYSTEM
368,58,95,ASSIGNED,SYSTEM
369,58,94,ASSIGNED,SYSTEM
370,58,100,ASSIGNED,SYSTEM
371,58,91,ASSIGNED,SYSTEM
372,59,99,ASSIGNED,SYSTEM
373,59,91,ASSIGNED,SYSTEM
374,59,96,ASSIGNED,SYSTEM
375,59,98,ASSIGNED,SYSTEM
376,60,97,ASSIGNED,SYSTEM
377,60,93,ASSIGNED,SYSTEM
378,60,96,ASSIGNED,SYSTEM
379,60,99,ASSIGNED,SYSTEM
380,60,95,ASSIGNED,SYSTEM
381,61,37,ASSIGNED,SYSTEM
382,61,28,ASSIGNED,SYSTEM
383,61,46,ASSIGNED,SYSTEM
384,61,19,ASSIGNED,SYSTEM
385,61,55,ASSIGNED,SYSTEM
386,61,73,ASSIGNED,SYSTEM
387,61,82,ASSIGNED,SYSTEM
388,61,1,ASSIGNED,SYSTEM
389,62,55,ASSIGNED,SYSTEM
390,62,1,ASSIGNED,SYSTEM
391,62,10,ASSIGNED,SYSTEM
392,62,73,ASSIGNED,SYSTEM
393,62,37,ASSIGNED,SYSTEM
394,62,64,ASSIGNED,SYSTEM
395,62,46,ASSIGNED,SYSTEM
396,62,82,ASSIGNED,SYSTEM
397,63,55,ASSIGNED,SYSTEM
398,63,10,ASSIGNED,SYSTEM
399,63,64,ASSIGNED,SYSTEM
400,63,73,ASSIGNED,SYSTEM
401,63,37,ASSIGNED,SYSTEM
402,63,28,ASSIGNED,SYSTEM
403,63,46,ASSIGNED,SYSTEM
404,63,82,ASSIGNED,SYSTEM
405,64,74,ASSIGNED,SYSTEM
406,64,29,ASSIGNED,SYSTEM
407,64,20,ASSIGNED,SYSTEM
408,64,65,ASSIGNED,SYSTEM
409,64,83,ASSIGNED,SYSTEM
410,64,11,ASSIGNED,SYSTEM
411,64,38,ASSIGNED,SYSTEM
412,64,2,ASSIGNED,SYSTEM
413,64,56,ASSIGNED,SYSTEM
414,64,47,ASSIGNED,SYSTEM
415,65,38,ASSIGNED,SYSTEM
416,65,56,ASSIGNED,SYSTEM
417,65,2,ASSIGNED,SYSTEM
418,65,20,ASSIGNED,SYSTEM
419,65,11,ASSIGNED,SYSTEM
420,65,74,ASSIGNED,SYSTEM
421,65,65,ASSIGNED,SYSTEM
422,65,29,ASSIGNED,SYSTEM
423,65,47,ASSIGNED,SYSTEM
424,65,83,ASSIGNED,SYSTEM
425,66,74,ASSIGNED,SYSTEM
426,66,38,ASSIGNED,SYSTEM
427,66,56,ASSIGNED,SYSTEM
428,66,2,ASSIGNED,SYSTEM
429,66,47,ASSIGNED,SYSTEM
430,66,83,ASSIGNED,SYSTEM
431,66,29,ASSIGNED,SYSTEM
432,66,65,ASSIGNED,SYSTEM
433,66,20,ASSIGNED,SYSTEM
434,66,11,ASSIGNED,SYSTEM
435,67,12,ASSIGNED,SYSTEM
436,67,48,ASSIGNED,SYSTEM
437,67,3,ASSIGNED,SYSTEM
438,67,75,ASSIGNED,SYSTEM
439,67,84,ASSIGNED,SYSTEM
440,67,66,ASSIGNED,SYSTEM
441,68,57,ASSIGNED,SYSTEM
442,68,66,ASSIGNED,SYSTEM
443,68,39,ASSIGNED,SYSTEM
444,68,48,ASSIGNED,SYSTEM
445,68,30,ASSIGNED,SYSTEM
446,68,84,ASSIGNED,SYSTEM
447,69,39,ASSIGNED,SYSTEM
448,69,30,ASSIGNED,SYSTEM
449,69,3,ASSIGNED,SYSTEM
450,69,84,ASSIGNED,SYSTEM
451,69,21,ASSIGNED,SYSTEM
452,69,75,ASSIGNED,SYSTEM
453,70,40,ASSIGNED,SYSTEM
454,70,22,ASSIGNED,SYSTEM
455,70,4,ASSIGNED,SYSTEM
456,70,58,ASSIGNED,SYSTEM
457,71,22,ASSIGNED,SYSTEM
458,71,40,ASSIGNED,SYSTEM
459,71,76,ASSIGNED,SYSTEM
460,71,58,ASSIGNED,SYSTEM
461,72,31,ASSIGNED,SYSTEM
462,72,58,ASSIGNED,SYSTEM
463,72,4,ASSIGNED,SYSTEM
464,72,40,ASSIGNED,SYSTEM
465,72,76,ASSIGNED,SYSTEM
466,72,13,ASSIGNED,SYSTEM
467,73,41,ASSIGNED,SYSTEM
468,73,59,ASSIGNED,SYSTEM
469,73,50,ASSIGNED,SYSTEM
470,73,32,ASSIGNED,SYSTEM
471,73,68,ASSIGNED,SYSTEM
472,73,14,ASSIGNED,SYSTEM
473,73,86,ASSIGNED,SYSTEM
474,73,77,ASSIGNED,SYSTEM
475,74,68,ASSIGNED,SYSTEM
476,74,5,ASSIGNED,SYSTEM
477,74,59,ASSIGNED,SYSTEM
478,74,77,ASSIGNED,SYSTEM
479,74,14,ASSIGNED,SYSTEM
480,74,41,ASSIGNED,SYSTEM
481,74,86,ASSIGNED,SYSTEM
482,74,32,ASSIGNED,SYSTEM
483,75,5,ASSIGNED,SYSTEM
484,75,23,ASSIGNED,SYSTEM
485,75,50,ASSIGNED,SYSTEM
486,75,32,ASSIGNED,SYSTEM
487,75,41,ASSIGNED,SYSTEM
488,75,86,ASSIGNED,SYSTEM
489,75,77,ASSIGNED,SYSTEM
490,75,68,ASSIGNED,SYSTEM
491,76,42,ASSIGNED,SYSTEM
492,76,87,ASSIGNED,SYSTEM
493,76,51,ASSIGNED,SYSTEM
494,76,78,ASSIGNED,SYSTEM
495,76,69,ASSIGNED,SYSTEM
496,76,24,ASSIGNED,SYSTEM
497,76,15,ASSIGNED,SYSTEM
498,77,42,ASSIGNED,SYSTEM
499,77,24,ASSIGNED,SYSTEM
500,77,15,ASSIGNED,SYSTEM
501,77,51,ASSIGNED,SYSTEM
502,77,33,ASSIGNED,SYSTEM
503,77,69,ASSIGNED,SYSTEM
504,78,60,ASSIGNED,SYSTEM
505,78,51,ASSIGNED,SYSTEM
506,78,24,ASSIGNED,SYSTEM
507,78,42,ASSIGNED,SYSTEM
508,78,6,ASSIGNED,SYSTEM
509,78,78,ASSIGNED,SYSTEM
510,78,33,ASSIGNED,SYSTEM
511,78,87,ASSIGNED,SYSTEM
512,79,88,ASSIGNED,SYSTEM
513,79,61,ASSIGNED,SYSTEM
514,79,70,ASSIGNED,SYSTEM
515,79,43,ASSIGNED,SYSTEM
516,79,7,ASSIGNED,SYSTEM
517,80,88,ASSIGNED,SYSTEM
518,80,43,ASSIGNED,SYSTEM
519,80,79,ASSIGNED,SYSTEM
520,80,52,ASSIGNED,SYSTEM
521,80,16,ASSIGNED,SYSTEM
522,81,61,ASSIGNED,SYSTEM
523,81,43,ASSIGNED,SYSTEM
524,81,88,ASSIGNED,SYSTEM
525,81,79,ASSIGNED,SYSTEM
526,81,25,ASSIGNED,SYSTEM
527,82,17,ASSIGNED,SYSTEM
528,82,89,ASSIGNED,SYSTEM
529,82,71,ASSIGNED,SYSTEM
530,82,26,ASSIGNED,SYSTEM
531,82,8,ASSIGNED,SYSTEM
532,83,17,ASSIGNED,SYSTEM
533,83,62,ASSIGNED,SYSTEM
534,83,44,ASSIGNED,SYSTEM
535,84,71,ASSIGNED,SYSTEM
536,84,35,ASSIGNED,SYSTEM
537,84,62,ASSIGNED,SYSTEM
538,84,17,ASSIGNED,SYSTEM
539,84,8,ASSIGNED,SYSTEM
540,85,63,ASSIGNED,SYSTEM
541,85,9,ASSIGNED,SYSTEM
542,86,18,ASSIGNED,SYSTEM
543,86,63,ASSIGNED,SYSTEM
544,86,9,ASSIGNED,SYSTEM
545,86,27,ASSIGNED,SYSTEM
546,87,63,ASSIGNED,SYSTEM
547,87,27,ASSIGNED,SYSTEM
548,87,18,ASSIGNED,SYSTEM
549,87,9,ASSIGNED,SYSTEM
550,88,93,ASSIGNED,SYSTEM
551,88,99,ASSIGNED,SYSTEM
552,88,97,ASSIGNED,SYSTEM
553,88,95,ASSIGNED,SYSTEM
554,88,91,ASSIGNED,SYSTEM
555,89,96,ASSIGNED,SYSTEM
556,89,100,ASSIGNED,SYSTEM
557,89,94,ASSIGNED,SYSTEM
558,89,97,ASSIGNED,SYSTEM
559,90,98,ASSIGNED,SYSTEM
560,90,97,ASSIGNED,SYSTEM
561,90,96,ASSIGNED,SYSTEM
562,90,92,ASSIGNED,SYSTEM
563,90,95,ASSIGNED,SYSTEM
564,91,82,ASSIGNED,SYSTEM
565,91,46,ASSIGNED,SYSTEM
566,91,28,ASSIGNED,SYSTEM
567,91,37,ASSIGNED,SYSTEM
568,91,73,ASSIGNED,SYSTEM
569,91,10,ASSIGNED,SYSTEM
570,91,19,ASSIGNED,SYSTEM
571,92,1,ASSIGNED,SYSTEM
572,92,19,ASSIGNED,SYSTEM
573,92,10,ASSIGNED,SYSTEM
574,92,82,ASSIGNED,SYSTEM
575,92,64,ASSIGNED,SYSTEM
576,92,37,ASSIGNED,SYSTEM
577,92,28,ASSIGNED,SYSTEM
578,92,73,ASSIGNED,SYSTEM
579,93,1,ASSIGNED,SYSTEM
580,93,46,ASSIGNED,SYSTEM
581,93,64,ASSIGNED,SYSTEM
582,93,28,ASSIGNED,SYSTEM
583,93,55,ASSIGNED,SYSTEM
584,93,73,ASSIGNED,SYSTEM
585,93,10,ASSIGNED,SYSTEM
586,93,37,ASSIGNED,SYSTEM
587,94,83,ASSIGNED,SYSTEM
588,94,65,ASSIGNED,SYSTEM
589,94,56,ASSIGNED,SYSTEM
590,94,38,ASSIGNED,SYSTEM
591,94,11,ASSIGNED,SYSTEM
592,94,29,ASSIGNED,SYSTEM
593,94,74,ASSIGNED,SYSTEM
594,94,47,ASSIGNED,SYSTEM
595,94,20,ASSIGNED,SYSTEM
596,94,2,ASSIGNED,SYSTEM
597,95,65,ASSIGNED,SYSTEM
598,95,29,ASSIGNED,SYSTEM
599,95,47,ASSIGNED,SYSTEM
600,95,38,ASSIGNED,SYSTEM
601,95,2,ASSIGNED,SYSTEM
602,95,56,ASSIGNED,SYSTEM
603,95,11,ASSIGNED,SYSTEM
604,95,74,ASSIGNED,SYSTEM
605,95,83,ASSIGNED,SYSTEM
606,95,20,ASSIGNED,SYSTEM
607,96,29,ASSIGNED,SYSTEM
608,96,83,ASSIGNED,SYSTEM
609,96,20,ASSIGNED,SYSTEM
610,96,2,ASSIGNED,SYSTEM
611,96,74,ASSIGNED,SYSTEM
612,96,56,ASSIGNED,SYSTEM
613,96,11,ASSIGNED,SYSTEM
614,96,47,ASSIGNED,SYSTEM
615,96,38,ASSIGNED,SYSTEM
616,96,65,ASSIGNED,SYSTEM
617,97,66,ASSIGNED,SYSTEM
618,97,57,ASSIGNED,SYSTEM
619,97,3,ASSIGNED,SYSTEM
620,97,75,ASSIGNED,SYSTEM
621,97,12,ASSIGNED,SYSTEM
622,98,84,ASSIGNED,SYSTEM
623,98,39,ASSIGNED,SYSTEM
624,98,48,ASSIGNED,SYSTEM
625,98,3,ASSIGNED,SYSTEM
626,98,12,ASSIGNED,SYSTEM
627,98,75,ASSIGNED,SYSTEM
628,99,21,ASSIGNED,SYSTEM
629,99,3,ASSIGNED,SYSTEM
630,99,48,ASSIGNED,SYSTEM
631,99,30,ASSIGNED,SYSTEM
632,99,12,ASSIGNED,SYSTEM
633,99,75,ASSIGNED,SYSTEM
634,100,31,ASSIGNED,SYSTEM
635,100,13,ASSIGNED,SYSTEM
636,100,58,ASSIGNED,SYSTEM
637,100,85,ASSIGNED,SYSTEM
638,100,76,ASSIGNED,SYSTEM
639,100,40,ASSIGNED,SYSTEM
640,101,13,ASSIGNED,SYSTEM
641,101,76,ASSIGNED,SYSTEM
642,101,40,ASSIGNED,SYSTEM
643,101,49,ASSIGNED,SYSTEM
644,101,58,ASSIGNED,SYSTEM
645,101,4,ASSIGNED,SYSTEM
646,102,49,ASSIGNED,SYSTEM
647,102,40,ASSIGNED,SYSTEM
648,102,67,ASSIGNED,SYSTEM
649,102,4,ASSIGNED,SYSTEM
650,102,13,ASSIGNED,SYSTEM
651,102,22,ASSIGNED,SYSTEM
652,103,50,ASSIGNED,SYSTEM
653,103,68,ASSIGNED,SYSTEM
654,103,41,ASSIGNED,SYSTEM
655,103,5,ASSIGNED,SYSTEM
656,103,23,ASSIGNED,SYSTEM
657,103,32,ASSIGNED,SYSTEM
658,103,86,ASSIGNED,SYSTEM
659,103,59,ASSIGNED,SYSTEM
660,104,50,ASSIGNED,SYSTEM
661,104,41,ASSIGNED,SYSTEM
662,104,14,ASSIGNED,SYSTEM
663,104,5,ASSIGNED,SYSTEM
664,104,68,ASSIGNED,SYSTEM
